1,0.98236,0.98123,0.96863,0.81128,0.97922,0.89631,0.96883,0.47934,0.62927,0,0.98318,0.96244,0.96243
0.98236,1,0.98962,0.92937,0.89605,0.9985,0.96083,0.92985,0.61968,0.75801,0,0.99868,0.91751,0.91748
0.98123,0.98962,1,0.95707,0.84463,0.98835,0.93696,0.95748,0.5438,0.72252,0,0.99026,0.94687,0.94685
0.96863,0.92937,0.95707,1,0.68021,0.92334,0.8064,0.99999,0.30678,0.51291,0,0.93121,0.99915,0.99915
0.81128,0.89605,0.84463,0.68021,1,0.90387,0.97299,0.6812,0.90164,0.93107,0,0.89405,0.65704,0.65697
0.97922,0.9985,0.98835,0.92334,0.90387,1,0.96553,0.92384,0.63366,0.77304,0,0.99854,0.91083,0.91079
0.89631,0.96083,0.93696,0.8064,0.97299,0.96553,1,0.80726,0.79902,0.90156,0,0.95987,0.78591,0.78586
0.96883,0.92985,0.95748,0.99999,0.6812,0.92384,0.80726,1,0.30813,0.5142,0,0.93169,0.99909,0.99909
0.47934,0.61968,0.5438,0.30678,0.90164,0.63366,0.79902,0.30813,1,0.93398,0,0.61611,0.27641,0.27632
0.62927,0.75801,0.72252,0.51291,0.93107,0.77304,0.90156,0.5142,0.93398,1,0,0.75566,0.48382,0.48374
0,0,0,0,0,0,0,0,0,0,1,0,0,0
0.98318,0.99868,0.99026,0.93121,0.89405,0.99854,0.95987,0.93169,0.61611,0.75566,0,1,0.91942,0.91939
0.96244,0.91751,0.94687,0.99915,0.65704,0.91083,0.78591,0.99909,0.27641,0.48382,0,0.91942,1,0.9999
0.96243,0.91748,0.94685,0.99915,0.65697,0.91079,0.78586,0.99909,0.27632,0.48374,0,0.91939,0.9999,1
