1,0.94372,0,0,0,0,0,0,0,0,0,0,0,0.46252,0,0,0
0.94372,1,0,0,0,0,0,0,0,0,0,0,0,0.52201,0,0,0
0,0,1,0.47771,0.61909,0.54371,0.30603,0.90146,0.63326,0.79831,0.30738,1,0.93281,0,0.61531,0.27563,0.27554
0,0,0.47771,1,0.98203,0.9813,0.96906,0.8105,0.97884,0.89587,0.96927,0.47778,0.62792,0,0.98291,0.96294,0.96292
0,0,0.61909,0.98203,1,0.98983,0.92948,0.89587,0.99873,0.96102,0.92996,0.61918,0.75895,0,0.9987,0.91762,0.91759
0,0,0.54371,0.9813,0.98983,1,0.95719,0.84496,0.98893,0.93723,0.95761,0.54381,0.72375,0,0.9905,0.94702,0.94699
0,0,0.30603,0.96906,0.92948,0.95719,1,0.6801,0.92341,0.80674,0.99999,0.30611,0.5125,0,0.93148,0.99915,0.99915
0,0,0.90146,0.8105,0.89587,0.84496,0.6801,1,0.90378,0.97278,0.6811,0.90149,0.93013,0,0.89377,0.65693,0.65686
0,0,0.63326,0.97884,0.99873,0.98893,0.92341,0.90378,1,0.96627,0.92391,0.63336,0.77313,0,0.99877,0.91086,0.91082
0,0,0.79831,0.89587,0.96102,0.93723,0.80674,0.97278,0.96627,1,0.8076,0.7984,0.90323,0,0.95998,0.78629,0.78623
0,0,0.30738,0.96927,0.92996,0.95761,0.99999,0.6811,0.92391,0.8076,1,0.30745,0.5138,0,0.93195,0.99909,0.99909
0,0,1,0.47778,0.61918,0.54381,0.30611,0.90149,0.63336,0.7984,0.30745,1,0.93298,0,0.6154,0.2757,0.27562
0,0,0.93281,0.62792,0.75895,0.72375,0.5125,0.93013,0.77313,0.90323,0.5138,0.93298,1,0,0.75637,0.48328,0.48319
0.46252,0.52201,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0.61531,0.98291,0.9987,0.9905,0.93148,0.89377,0.99877,0.95998,0.93195,0.6154,0.75637,0,1,0.91971,0.91967
0,0,0.27563,0.96294,0.91762,0.94702,0.99915,0.65693,0.91086,0.78629,0.99909,0.2757,0.48328,0,0.91971,1,0.9999
0,0,0.27554,0.96292,0.91759,0.94699,0.99915,0.65686,0.91082,0.78623,0.99909,0.27562,0.48319,0,0.91967,0.9999,1
